icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount,departure_dt,datetime,temperature_2m,precipitation,windspeed_10m,winddirection_10m,weathercode,visibility,cloudcover,flight_duration_s,delayed
3c5ef8,1685643062,EGLL,1685647328,EDDS,EWG29NW ,929,20,617.0,53.0,3,6,2023-06-01 18:00:00,2023-06-01 18:00:00,16.0,0.0,20.6,36.0,0.0,,13.0,4266,0
4cadda,1685643001,EGLL,1685650592,ESSA,SAS1524 ,1122,5,1002.0,49.0,2,0,2023-06-01 18:00:00,2023-06-01 18:00:00,16.0,0.0,20.6,36.0,0.0,,13.0,7591,0
4075fe,1685642954,EGLL,1685658436,,BAW4TH  ,2069,142,,,2,0,2023-06-01 18:00:00,2023-06-01 18:00:00,16.0,0.0,20.6,36.0,0.0,,13.0,15482,0
405455,1685642876,EGLL,1685648348,LIML,BAW7RL  ,835,43,3617.0,136.0,3,1,2023-06-01 18:00:00,2023-06-01 18:00:00,16.0,0.0,20.6,36.0,0.0,,13.0,5472,0
406f7c,1685642781,EGLL,1685665425,CYUL,BAW6NC  ,2014,66,1617.0,5.0,2,4,2023-06-01 18:00:00,2023-06-01 18:00:00,16.0,0.0,20.6,36.0,0.0,,13.0,22644,0
aac337,1685642553,EGLL,1685680466,KHHR,AAL139  ,2416,81,3082.0,117.0,2,7,2023-06-01 18:00:00,2023-06-01 18:00:00,16.0,0.0,20.6,36.0,0.0,,13.0,37913,1
347206,1685642378,EGLL,1685649087,LEMD,IBE3167 ,1045,2,52.0,29.0,2,3,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,6709,0
400773,1685642209,EGLL,1685664114,KBOS,BAW50G  ,1620,12,2069.0,47.0,2,3,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,21905,0
4b1812,1685642132,EGLL,1685647223,LSZH,SWR56HL ,1039,81,698.0,20.0,2,7,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,5091,0
4bb195,1685641937,EGLL,1685653078,LTFM,THY9SH  ,1480,10,5230.0,251.0,2,2,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,11141,0
4009da,1685641841,EGLL,1685649537,,BAW426  ,1226,35,,,2,0,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,7696,0
4077d3,1685641725,EGLL,1685664793,KJFK,VIR137Y ,1028,12,2208.0,3.0,2,1,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,23068,0
780a66,1685641607,EGLL,1685685377,VHHH,CPA250  ,1624,43,2453.0,60.0,2,1,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,43770,1
407898,1685641538,EGLL,1685666544,CYYZ,BAW99   ,1999,20,671.0,43.0,2,4,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,25006,0
4ca2c9,1685641393,EGLL,1685644529,EICK,EIN723  ,977,20,14.0,114.0,3,0,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,3136,0
40095d,1685641341,EGLL,1685643308,EGCC,SHT2K   ,1065,20,233.0,124.0,2,1,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,1967,0
4cac16,1685641288,EGLL,1685656318,,KZR664  ,1323,28,,,2,0,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,15030,0
48af00,1685641209,EGLL,1685648167,EPWA,LOT2EY  ,794,25,2094.0,64.0,3,1,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,6958,0
3c65cf,1685641150,EGLL,1685644990,EDEL,DLH3U   ,828,25,6906.0,1677.0,3,4,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,3840,0
406947,1685641054,EGLL,1685664368,KJFK,BAW19J  ,1899,119,2808.0,34.0,2,2,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,23314,0
407af4,1685640986,EGLL,1685674015,CYVR,BAW5VY  ,1574,58,1633.0,19.0,2,3,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,33029,1
c01040,1685640922,EGLL,1685665389,CYYZ,ACA859  ,1635,10,1167.0,43.0,2,4,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,24467,0
732541,1685640844,EGLL,1685654295,,IRA710  ,1245,43,,,2,0,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,13451,0
407536,1685640771,EGLL,1685645786,LIMC,BAW52M  ,768,2,718.0,20.0,3,4,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,5015,0
400982,1685640690,EGLL,1685645723,EKCH,BAW820  ,3325,424,9493.0,383.0,1,1,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,5033,0
020139,1685640611,EGLL,1685649225,,RAM801F ,1116,43,,,2,0,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,8614,0
407cd1,1685640484,EGLL,1685684837,VHHH,BAW31   ,1889,104,2544.0,52.0,2,1,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,44353,1
461f48,1685640405,EGLL,1685648926,EFHK,FIN4CE  ,832,5,1145.0,8.0,3,2,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,8521,0
4bb287,1685640360,EGLL,1685652676,LTFM,THY68RY ,964,66,4220.0,190.0,3,2,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,12316,1
406532,1685640307,EGLL,1685643347,EDDL,BAW4LT  ,713,28,333.0,60.0,3,4,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,3040,0
407463,1685640254,EGLL,1685645438,LFMD,BAW3MP  ,661,2,17067.0,1154.0,3,1,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,5184,0
3c6542,1685640201,EGLL,1685644940,EDDM,DLH1EJ  ,706,48,1649.0,11.0,3,4,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,4739,0
a8bd6a,1685640116,EGLL,1685665606,KEWR,UAL921  ,1504,241,1376.0,9.0,2,5,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,25490,0
405a4a,1685640064,EGLL,1685643118,EGAC,SHT4F   ,1519,180,1481.0,65.0,2,2,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,3054,0
40087c,1685640009,EGLL,1685644377,LSZH,BAW718  ,841,5,937.0,12.0,3,7,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,4368,0
89631d,1685639893,EGLL,1685643771,EDEL,UAE9923 ,685,12,2464.0,1746.0,3,2,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,3878,0
a8ac35,1685639840,EGLL,1685662909,KBOS,UAL25   ,1125,35,4056.0,153.0,2,3,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,23069,0
400a7d,1685639781,EGLL,1685643434,ELLX,BAW18LX ,1102,5,498.0,56.0,2,2,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,3653,0
a4fc00,1685639634,EGLL,1685663339,KJFK,DAL4    ,853,5,3109.0,49.0,3,2,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,23705,0
39e694,1685639546,EGLL,1685642145,LFPG,AFR37EG ,774,35,2521.0,63.0,3,8,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,2599,0
4cac79,1685639482,EGLL,1685646934,ESSA,SAS528  ,829,40,966.0,49.0,3,0,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,7452,0
347219,1685639422,EGLL,1685646249,LEMD,IBE31ZY ,1074,20,267.0,22.0,2,3,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,6827,0
400b83,1685639340,EGLL,1685644643,LFML,BAW35MM ,1348,81,4524.0,259.0,2,4,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,5303,0
4007e4,1685639286,EGLL,1685643353,EDDS,BAW920X ,1469,89,125.0,30.0,2,6,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,4067,0
407eb2,1685639206,EGLL,1685645148,LEBL,BAW486  ,950,12,1311.0,42.0,3,1,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,5942,0
44cdcf,1685639147,EGLL,1685641589,EBBR,BEL93B  ,1034,2,1584.0,48.0,2,3,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,2442,0
400afb,1685639091,EGLL,1685641405,LFPG,BAW3PG  ,866,35,3899.0,63.0,3,8,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,2314,0
407699,1685638994,EGLL,1685676561,KSFO,VIR41R  ,1339,43,769.0,26.0,2,5,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,37567,0
406d1a,1685638881,EGLL,1685664336,KIAD,BAW293  ,2096,20,1855.0,26.0,2,8,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,25455,0
40097f,1685638804,EGLL,1685645952,EPWA,BAW8LV  ,1165,43,2011.0,64.0,2,1,2023-06-01 17:00:00,2023-06-01 17:00:00,17.1,0.0,19.5,39.0,1.0,,48.0,7148,0
502ce8,1685638740,EGLL,1685642266,EDDL,EWG7PY  ,978,66,1666.0,21.0,3,4,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,3526,0
406e10,1685638624,EGLL,1685676026,KHHR,VIR23X  ,2224,73,3126.0,109.0,2,7,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,37402,0
4cac8a,1685638548,EGLL,1685643958,EKCH,SAS506  ,753,25,3905.0,93.0,3,0,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,5410,0
4b17f8,1685638478,EGLL,1685642858,LSGG,SWR9NW  ,672,5,546.0,18.0,3,3,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,4380,0
407930,1685638428,EGLL,1685654602,,BAW312  ,1246,73,,,2,0,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,16174,0
c02fb8,1685638320,EGLL,1685661329,CYUL,ACA865  ,1227,10,2189.0,17.0,2,4,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,23009,0
4acaa2,1685638248,EGLL,1685644643,ENGM,SAS810  ,791,28,2660.0,9.0,3,1,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,6395,0
4952c3,1685638202,EGLL,1685646035,LPPT,TAP1361 ,744,10,2671.0,68.0,3,4,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,7833,0
400ceb,1685638149,EGLL,1685642259,EDDH,BAW96E  ,771,43,607.0,39.0,3,3,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,4110,0
4ca783,1685638102,EGLL,1685645784,LIRF,ITY207  ,1121,20,3359.0,87.0,2,3,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,7682,0
40688f,1685637997,EGLL,1685663196,88PA,BAW171  ,1330,40,5230.0,396.0,2,12,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,25199,0
789244,1685637936,EGLL,1685681486,VHHH,CPA238  ,1293,35,2451.0,52.0,2,1,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,43550,1
a9bd9a,1685637877,EGLL,1685661381,KJFK,AAL107  ,1332,25,3641.0,79.0,2,2,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,23504,0
405bfe,1685637820,EGLL,1685653300,LLSD,BAW167  ,1295,32,7779.0,985.0,2,3,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,15480,0
4077e0,1685637739,EGLL,1685644136,LEMD,BAW46BL ,1044,12,60.0,14.0,2,3,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,6397,0
4cad7b,1685637674,EGLL,1685640916,EIDW,EIN169  ,907,20,1716.0,127.0,3,4,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,3242,0
407af3,1685637573,EGLL,1685673258,KLAS,BAW2MW  ,1731,66,1484.0,5.0,2,4,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,35685,0
c01754,1685637512,EGLL,1685662509,CYYZ,ACA857  ,1686,20,1170.0,36.0,2,4,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,24997,0
8880df,1685637453,EGLL,1685675517,,HVN56   ,2412,96,,,2,0,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,38064,0
40792e,1685637371,EGLL,1685645030,ESSA,BAW782F ,957,12,625.0,41.0,3,0,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,7659,0
4008f1,1685637323,EGLL,1685641314,EDEL,BAW908N ,1048,28,9002.0,1837.0,2,4,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,3991,0
406a9c,1685637205,EGLL,1685660755,,BAW135  ,1652,5,,,2,0,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,23550,0
407af1,1685637120,EGLL,1685660933,KEWR,BAW189  ,1721,10,696.0,20.0,2,5,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,23813,0
484f06,1685637047,EGLL,1685639504,EHAM,KLM16K  ,880,25,3099.0,57.0,3,0,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,2457,0
4b1813,1685636995,EGLL,1685641544,LSZH,SWR3YZ  ,945,28,1431.0,12.0,3,7,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,4549,0
4076cd,1685636940,EGLL,1685642797,LIRP,BAW606T ,910,12,20616.0,1750.0,3,0,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,5857,0
740821,1685636829,EGLL,1685652522,,RJA112  ,1980,104,,,2,0,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,15693,0
4007f6,1685636764,EGLL,1685665826,KATL,BAW7TG  ,1667,5,2460.0,22.0,2,21,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,29062,0
405ee1,1685636690,EGLL,1685640618,EDFZ,BAW912N ,994,5,6993.0,1752.0,3,3,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,3928,0
407995,1685636594,EGLL,1685674606,KLAX,BAW29Q  ,1719,35,2195.0,68.0,2,7,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,38012,0
8963f3,1685636471,EGLL,1685659246,OMDB,UAE79Y  ,1275,10,15384.0,682.0,2,2,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,22775,0
aaa326,1685636403,EGLL,1685663607,KCLT,AAL735  ,1321,5,13146.0,579.0,2,8,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,27204,0
4009db,1685636324,EGLL,1685641557,EDDB,BAW986  ,957,10,2425.0,2.0,3,3,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,5233,0
400942,1685636273,EGLL,1685638423,EGJJ,BAW1346 ,1225,2,461.0,61.0,2,0,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,2150,0
400936,1685636182,EGLL,1685638377,EBBR,BAW398R ,914,5,1787.0,33.0,3,3,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,2195,0
400a26,1685636130,EGLL,1685641242,LFMD,BAW348K ,1197,35,18500.0,1093.0,2,1,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,5112,0
70605e,1685636021,EGLL,1685655868,OKBK,KAC102  ,959,48,8468.0,333.0,3,1,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,19847,0
4079cc,1685635972,EGLL,1685665436,KMCO,VIR135G ,1535,58,4857.0,145.0,2,8,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,29464,0
4ba9da,1685635913,EGLL,1685647348,LTFM,THY50G  ,1256,10,7795.0,388.0,2,2,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,11435,0
407dc5,1685635803,EGLL,1685658901,KBOS,VIR11B  ,1084,17,4909.0,184.0,2,3,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,23098,0
405a48,1685635724,EGLL,1685640529,EDDM,BAW954M ,792,2,2533.0,18.0,3,4,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,4805,0
400a5b,1685635682,EGLL,1685642067,ENGM,BAW760  ,1665,81,2963.0,13.0,2,1,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,6385,0
406f72,1685635570,EGLL,1685671961,MMMX,BAW243  ,1885,12,3145.0,27.0,2,1,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,36391,0
400834,1685635508,EGLL,1685641009,ESGG,BAW792  ,933,20,2487.0,13.0,3,1,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,5501,0
461f6d,1685635443,EGLL,1685642784,LIRF,BAW554R ,1074,12,3007.0,72.0,2,3,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,7341,0
407b8e,1685635382,EGLL,1685639298,EGPD,SHT18V  ,902,20,304.0,156.0,3,0,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,3916,0
a0eeea,1685635289,EGLL,1685672788,KLAX,UAL935  ,1835,5,3215.0,121.0,2,7,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,37499,0
c0173f,1685635229,EGLL,1685668126,CAK3,ACA861  ,2041,73,11753.0,682.0,2,5,2023-06-01 16:00:00,2023-06-01 16:00:00,17.6,0.0,18.5,37.0,1.0,,40.0,32897,0
46b82a,1685635156,EGLL,1685646417,LGAV,AEE3LG  ,1017,2,28178.0,843.0,2,0,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,11261,0
406a35,1685635026,EGLL,1685658604,KJFK,BAW33K  ,1197,43,7521.0,277.0,2,2,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,23578,0
a4b0bb,1685634959,EGLL,1685669384,KSLC,DAL51   ,1253,5,2029.0,7.0,2,3,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,34425,0
40688c,1685634787,EGLL,1685661490,KORD,BAW2AS  ,1831,10,3690.0,92.0,2,4,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,26703,0
406674,1685634661,EGLL,1685640763,,BAW6NW  ,1509,111,,,2,0,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,6102,0
406c3a,1685634543,EGLL,1685670530,KLAS,VIR155M ,1788,2,1142.0,28.0,2,4,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,35987,0
406250,1685634473,EGLL,1685638280,EIDW,BAW830D ,860,35,1694.0,119.0,3,4,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,3807,0
a4ee82,1685634366,EGLL,1685672682,KLAX,DAL187  ,1238,28,2193.0,68.0,2,8,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,38316,1
4009c6,1685634300,EGLL,1685636637,EHAM,BAW44E  ,898,73,2332.0,88.0,3,1,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,2337,0
406c39,1685634188,EGLL,1685657337,KJFK,VIR153  ,1164,25,3472.0,56.0,2,2,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,23149,0
461f69,1685634133,EGLL,1685643011,EFHK,FIN1336 ,1063,28,1874.0,14.0,2,2,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,8878,0
461f67,1685634082,EGLL,1685642302,,BAW614B ,839,5,,,3,0,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,8220,0
407af2,1685633975,EGLL,1685665270,KMSY,BAW225Y ,1920,5,921.0,14.0,2,5,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,31295,0
710119,1685633885,EGLL,1685645879,,SVA122  ,1991,20,,,2,0,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,11994,0
400960,1685633732,EGLL,1685641746,,BAW4RX  ,876,10,,,3,0,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,8014,0
407ed8,1685633613,EGLL,1685665429,KTPA,VIR129R ,1854,81,1814.0,45.0,2,7,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,31816,0
40615b,1685633490,EGLL,1685636996,EGAC,SHT4C   ,1188,50,1615.0,65.0,2,2,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,3506,0
346499,1685633430,EGLL,1685639956,LEMD,IBE3177 ,1043,5,370.0,22.0,2,3,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,6526,0
a8c4d8,1685633290,EGLL,1685658251,KEWR,UAL941  ,1438,25,1463.0,24.0,2,5,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,24961,0
40621c,1685633213,EGLL,1685657383,KPHL,BAW67V  ,1135,17,4604.0,65.0,2,12,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,24170,0
39e685,1685633076,EGLL,1685635348,LFPG,AFR96RF ,680,10,2727.0,86.0,3,8,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,2272,0
405a47,1685633015,EGLL,1685637658,EDDM,BAW960M ,677,2,2808.0,3.0,3,4,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,4643,0
40624f,1685632961,EGLL,1685637359,LFLL,BAW362Y ,856,20,6570.0,252.0,3,5,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,4398,0
400b82,1685632890,EGLL,1685636063,EDDL,BAW2LT  ,1098,28,1112.0,52.0,2,4,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,3173,0
40697b,1685632819,EGLL,1685638557,LIML,BAW568J ,672,20,3497.0,136.0,3,1,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,5738,0
406531,1685632740,EGLL,1685636123,EGPF,BAW9270 ,703,28,5861.0,129.0,3,0,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,3383,0
400a0e,1685632693,EGLL,1685637476,LSZH,BAW14R  ,832,5,587.0,12.0,3,7,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,4783,0
4007fa,1685632576,EGLL,1685670200,KPHX,BAW9CG  ,2101,20,732.0,35.0,2,10,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,37624,1
06a069,1685632488,EGLL,1685654702,OTHH,QTR8Q   ,1373,32,5543.0,217.0,2,1,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,22214,0
ab40f8,1685632433,EGLL,1685667479,KSEA,DAL21   ,2014,50,1041.0,55.0,2,12,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,35046,1
4008e6,1685632362,EGLL,1685642149,LBSF,BAW8FP  ,1144,5,3375.0,55.0,2,1,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,9787,0
407844,1685632293,EGLL,1685636617,LSZM,BAW754B ,845,2,1712.0,10.0,3,4,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,4324,0
405ee0,1685632173,EGLL,1685637416,LFML,BAW16R  ,1105,73,5174.0,312.0,2,3,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,5243,0
40792f,1685632027,EGLL,1685637827,LEBL,BAW480N ,976,20,2666.0,118.0,3,1,2023-06-01 15:00:00,2023-06-01 15:00:00,17.9,0.0,17.6,43.0,0.0,,8.0,5800,0
